frame,track_id,x1,y1,x2,y2,keypoints
49,4,-188,322,-46,428,"[[[482.55450439453125, 149.33221435546875], [484.86297607421875, 146.49630737304688], [482.0215759277344, 146.11834716796875], [488.516357421875, 146.18124389648438], [484.5434875488281, 144.26748657226562], [489.1991271972656, 154.90634155273438], [480.8314514160156, 151.6280059814453], [489.1549987792969, 164.33206176757812], [463.4025573730469, 159.37367248535156], [490.9472961425781, 176.0061492919922], [457.7745666503906, 181.49266052246094], [501.5029602050781, 181.93612670898438], [496.0360412597656, 180.96051025390625], [515.3170776367188, 200.93533325195312], [502.1878967285156, 198.83436584472656], [547.44140625, 213.69737243652344], [528.8575439453125, 210.38372802734375]]]"
49,6,-145,394,-54,504,"[[[482.55450439453125, 149.33221435546875], [484.86297607421875, 146.49630737304688], [482.0215759277344, 146.11834716796875], [488.516357421875, 146.18124389648438], [484.5434875488281, 144.26748657226562], [489.1991271972656, 154.90634155273438], [480.8314514160156, 151.6280059814453], [489.1549987792969, 164.33206176757812], [463.4025573730469, 159.37367248535156], [490.9472961425781, 176.0061492919922], [457.7745666503906, 181.49266052246094], [501.5029602050781, 181.93612670898438], [496.0360412597656, 180.96051025390625], [515.3170776367188, 200.93533325195312], [502.1878967285156, 198.83436584472656], [547.44140625, 213.69737243652344], [528.8575439453125, 210.38372802734375]]]"
49,7,-225,163,-87,249,"[[[482.55450439453125, 149.33221435546875], [484.86297607421875, 146.49630737304688], [482.0215759277344, 146.11834716796875], [488.516357421875, 146.18124389648438], [484.5434875488281, 144.26748657226562], [489.1991271972656, 154.90634155273438], [480.8314514160156, 151.6280059814453], [489.1549987792969, 164.33206176757812], [463.4025573730469, 159.37367248535156], [490.9472961425781, 176.0061492919922], [457.7745666503906, 181.49266052246094], [501.5029602050781, 181.93612670898438], [496.0360412597656, 180.96051025390625], [515.3170776367188, 200.93533325195312], [502.1878967285156, 198.83436584472656], [547.44140625, 213.69737243652344], [528.8575439453125, 210.38372802734375]]]"
50,1,655,356,878,530,"[[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [502.7393798828125, 144.95138549804688], [509.3834228515625, 143.8226776123047], [494.58575439453125, 153.27130126953125], [516.0598754882812, 150.59930419921875], [471.6911315917969, 162.5902557373047], [529.4336547851562, 158.22264099121094], [467.31585693359375, 161.47418212890625], [521.1253051757812, 162.92030334472656], [506.43536376953125, 176.07546997070312], [517.55078125, 174.95330810546875], [520.6395263671875, 196.94175720214844], [522.8475952148438, 195.23486328125], [542.3916625976562, 215.06967163085938], [531.851806640625, 212.57290649414062]]]"
50,2,439,131,567,230,"[[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [502.7393798828125, 144.95138549804688], [509.3834228515625, 143.8226776123047], [494.58575439453125, 153.27130126953125], [516.0598754882812, 150.59930419921875], [471.6911315917969, 162.5902557373047], [529.4336547851562, 158.22264099121094], [467.31585693359375, 161.47418212890625], [521.1253051757812, 162.92030334472656], [506.43536376953125, 176.07546997070312], [517.55078125, 174.95330810546875], [520.6395263671875, 196.94175720214844], [522.8475952148438, 195.23486328125], [542.3916625976562, 215.06967163085938], [531.851806640625, 212.57290649414062]]]"
50,4,-193,322,-52,427,"[[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [502.7393798828125, 144.95138549804688], [509.3834228515625, 143.8226776123047], [494.58575439453125, 153.27130126953125], [516.0598754882812, 150.59930419921875], [471.6911315917969, 162.5902557373047], [529.4336547851562, 158.22264099121094], [467.31585693359375, 161.47418212890625], [521.1253051757812, 162.92030334472656], [506.43536376953125, 176.07546997070312], [517.55078125, 174.95330810546875], [520.6395263671875, 196.94175720214844], [522.8475952148438, 195.23486328125], [542.3916625976562, 215.06967163085938], [531.851806640625, 212.57290649414062]]]"
50,6,-149,397,-60,506,"[[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [502.7393798828125, 144.95138549804688], [509.3834228515625, 143.8226776123047], [494.58575439453125, 153.27130126953125], [516.0598754882812, 150.59930419921875], [471.6911315917969, 162.5902557373047], [529.4336547851562, 158.22264099121094], [467.31585693359375, 161.47418212890625], [521.1253051757812, 162.92030334472656], [506.43536376953125, 176.07546997070312], [517.55078125, 174.95330810546875], [520.6395263671875, 196.94175720214844], [522.8475952148438, 195.23486328125], [542.3916625976562, 215.06967163085938], [531.851806640625, 212.57290649414062]]]"
50,7,-238,164,-101,250,"[[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [502.7393798828125, 144.95138549804688], [509.3834228515625, 143.8226776123047], [494.58575439453125, 153.27130126953125], [516.0598754882812, 150.59930419921875], [471.6911315917969, 162.5902557373047], [529.4336547851562, 158.22264099121094], [467.31585693359375, 161.47418212890625], [521.1253051757812, 162.92030334472656], [506.43536376953125, 176.07546997070312], [517.55078125, 174.95330810546875], [520.6395263671875, 196.94175720214844], [522.8475952148438, 195.23486328125], [542.3916625976562, 215.06967163085938], [531.851806640625, 212.57290649414062]]]"
51,1,652,356,877,533,"[[[515.3761596679688, 146.5196533203125], [518.2718505859375, 144.56033325195312], [514.7809448242188, 144.1702423095703], [0.0, 0.0], [511.0649719238281, 144.13909912109375], [519.1580200195312, 154.08982849121094], [499.580810546875, 151.7745361328125], [501.80194091796875, 167.9393310546875], [476.6619873046875, 161.08877563476562], [481.8559875488281, 170.625], [467.890380859375, 169.1051788330078], [524.115478515625, 175.90603637695312], [507.8569030761719, 176.12350463867188], [544.9036254882812, 198.5159912109375], [513.3975830078125, 198.4329071044922], [579.0777587890625, 217.74774169921875], [534.6339721679688, 217.11593627929688]]]"
51,2,451,131,580,229,"[[[515.3761596679688, 146.5196533203125], [518.2718505859375, 144.56033325195312], [514.7809448242188, 144.1702423095703], [0.0, 0.0], [511.0649719238281, 144.13909912109375], [519.1580200195312, 154.08982849121094], [499.580810546875, 151.7745361328125], [501.80194091796875, 167.9393310546875], [476.6619873046875, 161.08877563476562], [481.8559875488281, 170.625], [467.890380859375, 169.1051788330078], [524.115478515625, 175.90603637695312], [507.8569030761719, 176.12350463867188], [544.9036254882812, 198.5159912109375], [513.3975830078125, 198.4329071044922], [579.0777587890625, 217.74774169921875], [534.6339721679688, 217.11593627929688]]]"
51,4,-197,323,-57,427,"[[[515.3761596679688, 146.5196533203125], [518.2718505859375, 144.56033325195312], [514.7809448242188, 144.1702423095703], [0.0, 0.0], [511.0649719238281, 144.13909912109375], [519.1580200195312, 154.08982849121094], [499.580810546875, 151.7745361328125], [501.80194091796875, 167.9393310546875], [476.6619873046875, 161.08877563476562], [481.8559875488281, 170.625], [467.890380859375, 169.1051788330078], [524.115478515625, 175.90603637695312], [507.8569030761719, 176.12350463867188], [544.9036254882812, 198.5159912109375], [513.3975830078125, 198.4329071044922], [579.0777587890625, 217.74774169921875], [534.6339721679688, 217.11593627929688]]]"
51,6,-153,400,-65,507,"[[[515.3761596679688, 146.5196533203125], [518.2718505859375, 144.56033325195312], [514.7809448242188, 144.1702423095703], [0.0, 0.0], [511.0649719238281, 144.13909912109375], [519.1580200195312, 154.08982849121094], [499.580810546875, 151.7745361328125], [501.80194091796875, 167.9393310546875], [476.6619873046875, 161.08877563476562], [481.8559875488281, 170.625], [467.890380859375, 169.1051788330078], [524.115478515625, 175.90603637695312], [507.8569030761719, 176.12350463867188], [544.9036254882812, 198.5159912109375], [513.3975830078125, 198.4329071044922], [579.0777587890625, 217.74774169921875], [534.6339721679688, 217.11593627929688]]]"
51,7,-252,165,-115,251,"[[[515.3761596679688, 146.5196533203125], [518.2718505859375, 144.56033325195312], [514.7809448242188, 144.1702423095703], [0.0, 0.0], [511.0649719238281, 144.13909912109375], [519.1580200195312, 154.08982849121094], [499.580810546875, 151.7745361328125], [501.80194091796875, 167.9393310546875], [476.6619873046875, 161.08877563476562], [481.8559875488281, 170.625], [467.890380859375, 169.1051788330078], [524.115478515625, 175.90603637695312], [507.8569030761719, 176.12350463867188], [544.9036254882812, 198.5159912109375], [513.3975830078125, 198.4329071044922], [579.0777587890625, 217.74774169921875], [534.6339721679688, 217.11593627929688]]]"
52,1,648,357,875,535,"[[[825.8067626953125, 371.3697814941406], [827.9493408203125, 367.68011474609375], [0.0, 0.0], [835.4971313476562, 372.1174011230469], [0.0, 0.0], [828.9140625, 387.6437683105469], [862.27880859375, 393.8128662109375], [783.7950439453125, 385.69830322265625], [897.415771484375, 412.22698974609375], [751.5538330078125, 373.9692687988281], [921.4160766601562, 436.79217529296875], [876.5389404296875, 437.5391540527344], [893.4942016601562, 442.66705322265625], [892.1072998046875, 455.0039367675781], [910.023193359375, 451.45257568359375], [918.49755859375, 480.91156005859375], [937.4011840820312, 469.8916320800781]]]"
52,2,461,131,591,227,"[[[534.2647094726562, 147.48867797851562], [0.0, 0.0], [532.8232421875, 144.72134399414062], [0.0, 0.0], [526.777587890625, 143.85089111328125], [538.123779296875, 153.22189331054688], [513.4319458007812, 150.32876586914062], [536.144287109375, 165.80479431152344], [491.9155578613281, 160.01255798339844], [526.9454345703125, 171.18035888671875], [483.7027893066406, 172.67164611816406], [535.8969116210938, 173.69961547851562], [516.929443359375, 173.27789306640625], [556.8045654296875, 193.87538146972656], [520.8561401367188, 193.27947998046875], [587.4183959960938, 214.64468383789062], [538.0048217773438, 214.2065887451172]]]"
52,4,-202,323,-63,426,"[[[534.2647094726562, 147.48867797851562], [0.0, 0.0], [532.8232421875, 144.72134399414062], [0.0, 0.0], [526.777587890625, 143.85089111328125], [538.123779296875, 153.22189331054688], [513.4319458007812, 150.32876586914062], [536.144287109375, 165.80479431152344], [491.9155578613281, 160.01255798339844], [526.9454345703125, 171.18035888671875], [483.7027893066406, 172.67164611816406], [535.8969116210938, 173.69961547851562], [516.929443359375, 173.27789306640625], [556.8045654296875, 193.87538146972656], [520.8561401367188, 193.27947998046875], [587.4183959960938, 214.64468383789062], [538.0048217773438, 214.2065887451172]]]"
52,6,-157,402,-70,508,"[[[534.2647094726562, 147.48867797851562], [0.0, 0.0], [532.8232421875, 144.72134399414062], [0.0, 0.0], [526.777587890625, 143.85089111328125], [538.123779296875, 153.22189331054688], [513.4319458007812, 150.32876586914062], [536.144287109375, 165.80479431152344], [491.9155578613281, 160.01255798339844], [526.9454345703125, 171.18035888671875], [483.7027893066406, 172.67164611816406], [535.8969116210938, 173.69961547851562], [516.929443359375, 173.27789306640625], [556.8045654296875, 193.87538146972656], [520.8561401367188, 193.27947998046875], [587.4183959960938, 214.64468383789062], [538.0048217773438, 214.2065887451172]]]"
52,7,-266,166,-129,252,"[[[534.2647094726562, 147.48867797851562], [0.0, 0.0], [532.8232421875, 144.72134399414062], [0.0, 0.0], [526.777587890625, 143.85089111328125], [538.123779296875, 153.22189331054688], [513.4319458007812, 150.32876586914062], [536.144287109375, 165.80479431152344], [491.9155578613281, 160.01255798339844], [526.9454345703125, 171.18035888671875], [483.7027893066406, 172.67164611816406], [535.8969116210938, 173.69961547851562], [516.929443359375, 173.27789306640625], [556.8045654296875, 193.87538146972656], [520.8561401367188, 193.27947998046875], [587.4183959960938, 214.64468383789062], [538.0048217773438, 214.2065887451172]]]"
53,1,645,357,874,537,"[[[835.9611206054688, 345.1097412109375], [839.8184814453125, 341.0278015136719], [832.5999145507812, 342.35333251953125], [847.2386474609375, 346.76202392578125], [829.7294921875, 349.7351989746094], [853.7072143554688, 365.6536560058594], [820.839599609375, 374.42218017578125], [815.8939819335938, 374.0417175292969], [790.301025390625, 385.09197998046875], [770.8941650390625, 370.6335754394531], [764.8943481445312, 377.6042175292969], [893.1229248046875, 410.0806884765625], [865.099853515625, 418.7715759277344], [938.6478881835938, 436.7705383300781], [879.0703735351562, 446.1556091308594], [978.4328002929688, 473.85369873046875], [901.64501953125, 487.48394775390625]]]"
53,2,461,131,590,226,"[[[835.9611206054688, 345.1097412109375], [839.8184814453125, 341.0278015136719], [832.5999145507812, 342.35333251953125], [847.2386474609375, 346.76202392578125], [829.7294921875, 349.7351989746094], [853.7072143554688, 365.6536560058594], [820.839599609375, 374.42218017578125], [815.8939819335938, 374.0417175292969], [790.301025390625, 385.09197998046875], [770.8941650390625, 370.6335754394531], [764.8943481445312, 377.6042175292969], [893.1229248046875, 410.0806884765625], [865.099853515625, 418.7715759277344], [938.6478881835938, 436.7705383300781], [879.0703735351562, 446.1556091308594], [978.4328002929688, 473.85369873046875], [901.64501953125, 487.48394775390625]]]"
53,4,-206,323,-69,425,"[[[835.9611206054688, 345.1097412109375], [839.8184814453125, 341.0278015136719], [832.5999145507812, 342.35333251953125], [847.2386474609375, 346.76202392578125], [829.7294921875, 349.7351989746094], [853.7072143554688, 365.6536560058594], [820.839599609375, 374.42218017578125], [815.8939819335938, 374.0417175292969], [790.301025390625, 385.09197998046875], [770.8941650390625, 370.6335754394531], [764.8943481445312, 377.6042175292969], [893.1229248046875, 410.0806884765625], [865.099853515625, 418.7715759277344], [938.6478881835938, 436.7705383300781], [879.0703735351562, 446.1556091308594], [978.4328002929688, 473.85369873046875], [901.64501953125, 487.48394775390625]]]"
53,6,-161,405,-75,510,"[[[835.9611206054688, 345.1097412109375], [839.8184814453125, 341.0278015136719], [832.5999145507812, 342.35333251953125], [847.2386474609375, 346.76202392578125], [829.7294921875, 349.7351989746094], [853.7072143554688, 365.6536560058594], [820.839599609375, 374.42218017578125], [815.8939819335938, 374.0417175292969], [790.301025390625, 385.09197998046875], [770.8941650390625, 370.6335754394531], [764.8943481445312, 377.6042175292969], [893.1229248046875, 410.0806884765625], [865.099853515625, 418.7715759277344], [938.6478881835938, 436.7705383300781], [879.0703735351562, 446.1556091308594], [978.4328002929688, 473.85369873046875], [901.64501953125, 487.48394775390625]]]"
53,7,-280,167,-143,252,"[[[835.9611206054688, 345.1097412109375], [839.8184814453125, 341.0278015136719], [832.5999145507812, 342.35333251953125], [847.2386474609375, 346.76202392578125], [829.7294921875, 349.7351989746094], [853.7072143554688, 365.6536560058594], [820.839599609375, 374.42218017578125], [815.8939819335938, 374.0417175292969], [790.301025390625, 385.09197998046875], [770.8941650390625, 370.6335754394531], [764.8943481445312, 377.6042175292969], [893.1229248046875, 410.0806884765625], [865.099853515625, 418.7715759277344], [938.6478881835938, 436.7705383300781], [879.0703735351562, 446.1556091308594], [978.4328002929688, 473.85369873046875], [901.64501953125, 487.48394775390625]]]"
53,9,729,326,1012,501,"[[[835.9611206054688, 345.1097412109375], [839.8184814453125, 341.0278015136719], [832.5999145507812, 342.35333251953125], [847.2386474609375, 346.76202392578125], [829.7294921875, 349.7351989746094], [853.7072143554688, 365.6536560058594], [820.839599609375, 374.42218017578125], [815.8939819335938, 374.0417175292969], [790.301025390625, 385.09197998046875], [770.8941650390625, 370.6335754394531], [764.8943481445312, 377.6042175292969], [893.1229248046875, 410.0806884765625], [865.099853515625, 418.7715759277344], [938.6478881835938, 436.7705383300781], [879.0703735351562, 446.1556091308594], [978.4328002929688, 473.85369873046875], [901.64501953125, 487.48394775390625]]]"
54,1,641,357,873,539,
54,2,462,131,589,226,
54,4,-210,324,-74,425,
54,6,-165,408,-80,511,
54,7,-293,168,-157,253,
54,9,731,320,1024,500,
55,1,638,358,872,541,"[[[887.9161987304688, 328.749755859375], [891.79150390625, 325.8299560546875], [882.8110961914062, 324.49072265625], [0.0, 0.0], [872.9650268554688, 326.5425720214844], [890.2661743164062, 360.6087341308594], [861.175048828125, 349.4582824707031], [893.5478515625, 384.09130859375], [848.3717651367188, 355.8841552734375], [901.887939453125, 388.38763427734375], [847.730712890625, 361.6189270019531], [895.497802734375, 410.00970458984375], [889.2308959960938, 409.87847900390625], [918.6292724609375, 442.7768249511719], [981.37255859375, 431.8764343261719], [908.92333984375, 487.3475036621094], [1040.5927734375, 475.2043151855469]]]"
55,2,462,131,588,225,"[[[887.9161987304688, 328.749755859375], [891.79150390625, 325.8299560546875], [882.8110961914062, 324.49072265625], [0.0, 0.0], [872.9650268554688, 326.5425720214844], [890.2661743164062, 360.6087341308594], [861.175048828125, 349.4582824707031], [893.5478515625, 384.09130859375], [848.3717651367188, 355.8841552734375], [901.887939453125, 388.38763427734375], [847.730712890625, 361.6189270019531], [895.497802734375, 410.00970458984375], [889.2308959960938, 409.87847900390625], [918.6292724609375, 442.7768249511719], [981.37255859375, 431.8764343261719], [908.92333984375, 487.3475036621094], [1040.5927734375, 475.2043151855469]]]"
55,4,-215,324,-80,424,"[[[887.9161987304688, 328.749755859375], [891.79150390625, 325.8299560546875], [882.8110961914062, 324.49072265625], [0.0, 0.0], [872.9650268554688, 326.5425720214844], [890.2661743164062, 360.6087341308594], [861.175048828125, 349.4582824707031], [893.5478515625, 384.09130859375], [848.3717651367188, 355.8841552734375], [901.887939453125, 388.38763427734375], [847.730712890625, 361.6189270019531], [895.497802734375, 410.00970458984375], [889.2308959960938, 409.87847900390625], [918.6292724609375, 442.7768249511719], [981.37255859375, 431.8764343261719], [908.92333984375, 487.3475036621094], [1040.5927734375, 475.2043151855469]]]"
55,6,-169,410,-85,513,"[[[887.9161987304688, 328.749755859375], [891.79150390625, 325.8299560546875], [882.8110961914062, 324.49072265625], [0.0, 0.0], [872.9650268554688, 326.5425720214844], [890.2661743164062, 360.6087341308594], [861.175048828125, 349.4582824707031], [893.5478515625, 384.09130859375], [848.3717651367188, 355.8841552734375], [901.887939453125, 388.38763427734375], [847.730712890625, 361.6189270019531], [895.497802734375, 410.00970458984375], [889.2308959960938, 409.87847900390625], [918.6292724609375, 442.7768249511719], [981.37255859375, 431.8764343261719], [908.92333984375, 487.3475036621094], [1040.5927734375, 475.2043151855469]]]"
55,7,-307,169,-171,254,"[[[887.9161987304688, 328.749755859375], [891.79150390625, 325.8299560546875], [882.8110961914062, 324.49072265625], [0.0, 0.0], [872.9650268554688, 326.5425720214844], [890.2661743164062, 360.6087341308594], [861.175048828125, 349.4582824707031], [893.5478515625, 384.09130859375], [848.3717651367188, 355.8841552734375], [901.887939453125, 388.38763427734375], [847.730712890625, 361.6189270019531], [895.497802734375, 410.00970458984375], [889.2308959960938, 409.87847900390625], [918.6292724609375, 442.7768249511719], [981.37255859375, 431.8764343261719], [908.92333984375, 487.3475036621094], [1040.5927734375, 475.2043151855469]]]"
55,9,734,315,1035,500,"[[[887.9161987304688, 328.749755859375], [891.79150390625, 325.8299560546875], [882.8110961914062, 324.49072265625], [0.0, 0.0], [872.9650268554688, 326.5425720214844], [890.2661743164062, 360.6087341308594], [861.175048828125, 349.4582824707031], [893.5478515625, 384.09130859375], [848.3717651367188, 355.8841552734375], [901.887939453125, 388.38763427734375], [847.730712890625, 361.6189270019531], [895.497802734375, 410.00970458984375], [889.2308959960938, 409.87847900390625], [918.6292724609375, 442.7768249511719], [981.37255859375, 431.8764343261719], [908.92333984375, 487.3475036621094], [1040.5927734375, 475.2043151855469]]]"
56,1,634,358,871,544,
56,2,462,131,587,224,
56,4,-219,324,-86,424,
56,6,-173,413,-90,514,
56,7,-321,170,-185,255,
56,9,737,309,1047,500,
57,1,631,358,870,546,"[[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [920.2598876953125, 330.7878723144531], [918.5208129882812, 363.1143798828125], [913.7098388671875, 341.4033203125], [937.7002563476562, 378.4124450683594], [926.8622436523438, 320.163330078125], [959.90185546875, 380.0727233886719], [927.1423950195312, 316.2432556152344], [915.3418579101562, 416.2668151855469], [925.4364624023438, 411.0102233886719], [938.9632568359375, 450.396240234375], [1019.5875854492188, 434.7394714355469], [924.9415283203125, 480.1859130859375], [1074.173095703125, 464.4246826171875]]]"
57,2,462,131,587,223,"[[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [920.2598876953125, 330.7878723144531], [918.5208129882812, 363.1143798828125], [913.7098388671875, 341.4033203125], [937.7002563476562, 378.4124450683594], [926.8622436523438, 320.163330078125], [959.90185546875, 380.0727233886719], [927.1423950195312, 316.2432556152344], [915.3418579101562, 416.2668151855469], [925.4364624023438, 411.0102233886719], [938.9632568359375, 450.396240234375], [1019.5875854492188, 434.7394714355469], [924.9415283203125, 480.1859130859375], [1074.173095703125, 464.4246826171875]]]"
57,4,-223,325,-91,423,"[[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [920.2598876953125, 330.7878723144531], [918.5208129882812, 363.1143798828125], [913.7098388671875, 341.4033203125], [937.7002563476562, 378.4124450683594], [926.8622436523438, 320.163330078125], [959.90185546875, 380.0727233886719], [927.1423950195312, 316.2432556152344], [915.3418579101562, 416.2668151855469], [925.4364624023438, 411.0102233886719], [938.9632568359375, 450.396240234375], [1019.5875854492188, 434.7394714355469], [924.9415283203125, 480.1859130859375], [1074.173095703125, 464.4246826171875]]]"
57,6,-177,416,-95,516,"[[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [920.2598876953125, 330.7878723144531], [918.5208129882812, 363.1143798828125], [913.7098388671875, 341.4033203125], [937.7002563476562, 378.4124450683594], [926.8622436523438, 320.163330078125], [959.90185546875, 380.0727233886719], [927.1423950195312, 316.2432556152344], [915.3418579101562, 416.2668151855469], [925.4364624023438, 411.0102233886719], [938.9632568359375, 450.396240234375], [1019.5875854492188, 434.7394714355469], [924.9415283203125, 480.1859130859375], [1074.173095703125, 464.4246826171875]]]"
57,7,-334,171,-199,256,"[[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [920.2598876953125, 330.7878723144531], [918.5208129882812, 363.1143798828125], [913.7098388671875, 341.4033203125], [937.7002563476562, 378.4124450683594], [926.8622436523438, 320.163330078125], [959.90185546875, 380.0727233886719], [927.1423950195312, 316.2432556152344], [915.3418579101562, 416.2668151855469], [925.4364624023438, 411.0102233886719], [938.9632568359375, 450.396240234375], [1019.5875854492188, 434.7394714355469], [924.9415283203125, 480.1859130859375], [1074.173095703125, 464.4246826171875]]]"
57,9,739,303,1058,499,"[[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [920.2598876953125, 330.7878723144531], [918.5208129882812, 363.1143798828125], [913.7098388671875, 341.4033203125], [937.7002563476562, 378.4124450683594], [926.8622436523438, 320.163330078125], [959.90185546875, 380.0727233886719], [927.1423950195312, 316.2432556152344], [915.3418579101562, 416.2668151855469], [925.4364624023438, 411.0102233886719], [938.9632568359375, 450.396240234375], [1019.5875854492188, 434.7394714355469], [924.9415283203125, 480.1859130859375], [1074.173095703125, 464.4246826171875]]]"
58,1,628,359,869,548,
58,2,462,131,586,222,
58,4,-228,325,-97,422,
58,6,-181,418,-100,517,
58,7,-348,172,-213,257,
58,9,742,297,1069,499,
59,1,624,359,868,550,"[[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [907.2997436523438, 402.47711181640625], [915.9732666015625, 384.513916015625], [889.28466796875, 405.2452087402344], [953.9195556640625, 367.9224548339844], [857.4326782226562, 390.36505126953125], [961.064453125, 366.9350280761719], [979.1661987304688, 427.98040771484375], [992.5567626953125, 421.02703857421875], [977.585693359375, 470.86859130859375], [1062.3489990234375, 437.16009521484375], [975.228759765625, 485.18890380859375], [1129.076416015625, 436.20098876953125]]]"
59,2,462,131,585,222,"[[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [907.2997436523438, 402.47711181640625], [915.9732666015625, 384.513916015625], [889.28466796875, 405.2452087402344], [953.9195556640625, 367.9224548339844], [857.4326782226562, 390.36505126953125], [961.064453125, 366.9350280761719], [979.1661987304688, 427.98040771484375], [992.5567626953125, 421.02703857421875], [977.585693359375, 470.86859130859375], [1062.3489990234375, 437.16009521484375], [975.228759765625, 485.18890380859375], [1129.076416015625, 436.20098876953125]]]"
59,4,-232,325,-103,422,"[[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [907.2997436523438, 402.47711181640625], [915.9732666015625, 384.513916015625], [889.28466796875, 405.2452087402344], [953.9195556640625, 367.9224548339844], [857.4326782226562, 390.36505126953125], [961.064453125, 366.9350280761719], [979.1661987304688, 427.98040771484375], [992.5567626953125, 421.02703857421875], [977.585693359375, 470.86859130859375], [1062.3489990234375, 437.16009521484375], [975.228759765625, 485.18890380859375], [1129.076416015625, 436.20098876953125]]]"
59,6,-185,421,-105,519,"[[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [907.2997436523438, 402.47711181640625], [915.9732666015625, 384.513916015625], [889.28466796875, 405.2452087402344], [953.9195556640625, 367.9224548339844], [857.4326782226562, 390.36505126953125], [961.064453125, 366.9350280761719], [979.1661987304688, 427.98040771484375], [992.5567626953125, 421.02703857421875], [977.585693359375, 470.86859130859375], [1062.3489990234375, 437.16009521484375], [975.228759765625, 485.18890380859375], [1129.076416015625, 436.20098876953125]]]"
59,7,-362,173,-227,258,"[[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [907.2997436523438, 402.47711181640625], [915.9732666015625, 384.513916015625], [889.28466796875, 405.2452087402344], [953.9195556640625, 367.9224548339844], [857.4326782226562, 390.36505126953125], [961.064453125, 366.9350280761719], [979.1661987304688, 427.98040771484375], [992.5567626953125, 421.02703857421875], [977.585693359375, 470.86859130859375], [1062.3489990234375, 437.16009521484375], [975.228759765625, 485.18890380859375], [1129.076416015625, 436.20098876953125]]]"
59,9,745,291,1081,498,"[[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [907.2997436523438, 402.47711181640625], [915.9732666015625, 384.513916015625], [889.28466796875, 405.2452087402344], [953.9195556640625, 367.9224548339844], [857.4326782226562, 390.36505126953125], [961.064453125, 366.9350280761719], [979.1661987304688, 427.98040771484375], [992.5567626953125, 421.02703857421875], [977.585693359375, 470.86859130859375], [1062.3489990234375, 437.16009521484375], [975.228759765625, 485.18890380859375], [1129.076416015625, 436.20098876953125]]]"
60,1,621,359,866,552,
60,2,462,131,584,221,
60,4,-237,326,-108,421,
60,6,-189,424,-110,520,
60,7,-376,174,-241,258,
60,9,747,286,1092,498,
61,1,617,360,865,554,
61,2,463,131,583,220,
61,6,-193,426,-115,522,
61,7,-389,176,-255,259,
61,9,750,280,1104,497,
62,1,614,360,864,557,
62,2,463,131,582,219,
62,6,-197,429,-120,523,
62,7,-403,177,-269,260,
62,9,753,274,1115,497,
63,1,610,360,863,559,
63,2,463,131,582,218,
63,6,-202,432,-125,524,
63,7,-417,178,-283,261,
63,9,755,268,1126,497,
64,1,607,361,862,561,"[[[0.0, 0.0], [0.0, 0.0], [0.0, 0.0], [859.342529296875, 400.67132568359375], [0.0, 0.0], [863.9760131835938, 411.5547790527344], [897.0784912109375, 402.5652770996094], [817.36767578125, 413.0745544433594], [947.6439208984375, 408.64093017578125], [802.2279663085938, 423.0050354003906], [969.041015625, 422.8809509277344], [929.13134765625, 457.9642639160156], [950.37890625, 454.0989990234375], [938.3482666015625, 496.57305908203125], [982.3336791992188, 465.14605712890625], [972.63134765625, 512.4277954101562], [1058.3690185546875, 465.252685546875]]]"
64,2,463,131,581,218,"[[[574.6148681640625, 156.29351806640625], [0.0, 0.0], [572.1737670898438, 154.31329345703125], [0.0, 0.0], [0.0, 0.0], [581.17333984375, 158.26904296875], [562.255126953125, 162.23741149902344], [560.3142700195312, 177.4561767578125], [549.7328491210938, 177.4575653076172], [531.9566040039062, 192.15432739257812], [524.9625244140625, 199.84799194335938], [595.8905029296875, 175.45138549804688], [574.2572631835938, 178.7438507080078], [627.3839111328125, 195.62327575683594], [553.4397583007812, 200.49990844726562], [666.3175659179688, 201.94802856445312], [546.1578979492188, 209.324951171875]]]"
